Parent Rank,Kid Rank,Mobility Rate,Tier,Type
0.6563099624751841,0.65394658,0.011461781,6,Private Non profit
0.676927100482639,0.60989851,0.0077425609,5,Public
0.5725069642066956,0.42122029999999994,0.00052996428,12,For Profit
0.4874690473079681,0.48841146,0.024323437000000003,8,Private Non profit
0.5673248020948561,0.44465779999999994,0.0051051322,8,Private Non profit
0.7215916180184909,0.53754479,0.015318513,4,Private Non profit
0.7632274883399123,0.67723608,0.034545787,2,Private Non profit
0.5559934122638189,0.58576322,0.035723217,6,Private Non profit
0.4706887515103302,0.51013076,0.034888964,9,Public
0.6446572542190552,0.60008484,0.0054118219,6,Private Non profit
0.4499713169266834,0.52980369,0.026786702000000003,9,Public
0.8368437985811821,0.70537943,0.0075810608,2,Private Non profit
0.5303763939420557,0.52076536,0.017563809,9,Public
0.5138029058774313,0.50097728,0.0068198536,9,Public
0.6075195633528525,0.5761252,0.017043661,6,Private Non profit
0.4870576858520508,0.48306781,0.016086888,10,For Profit
0.7646129088944915,0.65530515,0.013736501000000002,4,Private Non profit
0.4093774895454456,0.45656583,0.010546853,9,Public
0.576267579858772,0.54729539,0.008957573199999999,6,Private Non profit
0.5880723794301351,0.47114673,0.0,11,For Profit
0.5884918173154196,0.52498347,0.031970855,6,Private Non profit
0.6964770682952689,0.67119455,0.009435893,6,Private Non profit
0.6733152712448277,0.5751664000000001,0.014904987,7,Public
0.5735851479539396,0.60753596,0.0098948237,6,Private Non profit
0.5253840463592651,0.49620631,0.011806678999999999,9,Public
0.6756675324723975,0.6071707,0.014704109,6,Private Non profit
0.4444835647648456,0.50367922,0.015891062,9,Public
0.7442192859811071,0.59168798,0.0057811551,6,Private Non profit
0.7186199265286095,0.60360307,0.0090190554,4,Private Non profit
0.6591562231381735,0.61465371,0.010532828000000001,6,Private Non profit
0.7083800236384074,0.67489892,0.01114781,6,Private Non profit
0.4726729804561252,0.54485458,0.03884872,6,Private Non profit
0.666845803751665,0.45246801,0.0092656333,4,Private Non profit
0.7385428145414725,0.78980106,0.029418632000000004,4,Private Non profit
0.5646515426222204,0.55053645,0.03056114,9,Public
0.4144115092827001,0.56481647,0.057736836,10,For Profit
0.4736024519683177,0.57118571,0.040182311,10,For Profit
0.7461677844778412,0.51617122,0.007186000200000001,8,Private Non profit
0.5329342174642491,0.50555092,0.013643686,9,Public
0.7051853338877359,0.61237258,0.012153942,6,Private Non profit
0.6186690513566321,0.48168889,0.024971057,8,Private Non profit
0.5766317844390869,0.64438123,0.020469109,6,Private Non profit
0.5890272608170143,0.61523902,0.011337067,6,Private Non profit
0.5826358538747174,0.55298775,0.0080154454,8,Private Non profit
0.6155825536060696,0.52687615,0.0062512481000000005,6,Private Non profit
0.4658280909061432,0.54034507,0.016350059,6,Private Non profit
0.7113997935918377,0.60115796,0.0049796971,6,Private Non profit
0.4118015468120575,0.53474271,0.02163641,6,Private Non profit
0.4457997614294616,0.47732043,0.018274268,9,Public
0.5156856490819678,0.53264689,0.016156642,9,Public
0.6702496544218265,0.74108601,0.050876305,3,Public
0.6824752400597308,0.55962592,0.017981296,6,Private Non profit
0.7771028251350615,0.65911663,0.010045541,6,Private Non profit
0.3251486511741366,0.44653323,0.022677037999999997,9,Public
0.5324076005022068,0.62555546,0.025194777,7,Public
0.5623169784259325,0.53452384,0.009117444,9,Public
0.3923003148798849,0.47044539,0.015093985,9,Public
0.5411536494890848,0.62804711,0.012327814,6,Private Non profit
0.5713845811440394,0.51734918,0.0075817988,9,Public
0.3654694417074545,0.41552585,0.017499207,9,Public
0.6129660814326743,0.57896727,0.015617048,9,Public
0.3852612798084422,0.57139349,0.060373790999999996,6,Private Non profit
0.6519797045910366,0.65233189,0.015696971,5,Public
0.5022862056891123,0.49327916,0.013405611999999999,9,Public
0.4983999682341758,0.44713226,0.011855221,9,Public
0.5631646841664331,0.52480859,0.014160411999999999,9,Public
0.4523832784793504,0.48312131,0.011984185,5,Public
0.6228489677111307,0.59991819,0.0015012556,6,Private Non profit
0.5971794211409653,0.53644258,0.012776013999999999,5,Public
0.2755931516488393,0.46024466,0.03635373,6,Private Non profit
0.5083466679100098,0.50281465,0.013371448000000001,9,Public
0.8149044813298543,0.76141644,0.016028848000000002,2,Private Non profit
0.7573689233754773,0.71910805,0.020175174,4,Private Non profit
0.8140771136139379,0.72696257,0.010947428,2,Private Non profit
0.6775960009792706,0.62943923,0.0073367258999999995,5,Public
0.4194982548554738,0.46716338,0.0025392623999999997,11,For Profit
0.5569168130556742,0.44117302,0.0064592855,11,For Profit
0.7350370722447391,0.70388341,0.011705709,6,Private Non profit
0.7735606674269918,0.71823013,0.020382755,2,Private Non profit
0.5589279285588362,0.56591117,0.039057486,7,Public
0.6493408842835315,0.54620558,0.020909321,6,Private Non profit
0.6770753802037707,0.50747263,0.0065035652,8,Private Non profit
0.5207440654436747,0.50808114,0.0079967873,6,Private Non profit
0.5710634852325162,0.63277799,0.009854206800000001,6,Private Non profit
0.5411394225544564,0.5401206000000001,0.029401543999999998,10,For Profit
0.5583400328954061,0.44231838,0.0077923843999999996,9,Public
0.6537058121806454,0.6406489000000001,0.0097876126,6,Private Non profit
0.669295114230061,0.63724977,0.013210518000000001,5,Public
0.7680162504806661,0.52898645,0.0065053943999999995,6,Private Non profit
0.6779643297195435,0.48858145,0.012499791000000001,6,Private Non profit
0.6765709751569201,0.47322392,0.007533870600000001,8,Private Non profit
0.5410377499030297,0.52935582,0.017887173,9,Public
0.6464711260921038,0.55315858,0.014464538999999998,9,Public
0.3153695534939403,0.39060855,0.013969421000000001,10,For Profit
0.658332428322245,0.51142704,0.010514108000000001,10,For Profit
0.5323553318264841,0.51109213,0.01145984,9,Public
0.4874034827277367,0.51803905,0.027686182,7,Public
0.5422268755732395,0.54164797,0.013636205,10,For Profit
0.8358310583608629,0.73642915,0.015486851999999999,1,Private Non profit
0.4318217288332376,0.4229942,0.010488461000000001,9,Public
0.6166442788715633,0.50863606,0.0047017861999999995,6,Private Non profit
0.7464723189671835,0.79210043,0.016033988,6,Private Non profit
0.741593933584702,0.6327461,0.018263785,2,Private Non profit
0.7941659551511691,0.76141262,0.014601452,2,Private Non profit
0.6348983658962016,0.54301298,0.012156286,9,Public
0.5736086247033717,0.66623867,0.016441403,6,Private Non profit
0.4554089284860171,0.51089334,0.021385506000000002,9,Public
0.6087164465819093,0.55185646,0.016218465,9,Public
0.5305654009183248,0.53036118,0.0090136994,9,Public
0.5698935178599257,0.51015115,0.008538437099999999,9,Public
0.7732336700929178,0.71267241,0.010017018,6,Private Non profit
0.5239578460072101,0.49785635,0.019575922,9,Public
0.4264433704346428,0.69869983,0.12938586,5,Public
0.3339074976434152,0.53319645,0.061434079,9,Public
0.2991017200409958,0.50278765,0.058818981,9,Public
0.4766045880321624,0.61369479,0.080658495,5,Public
0.4667226650828001,0.61823165,0.075420022,5,Public
0.4057631381948142,0.6412642,0.096914381,5,Public
0.3295890906468312,0.53089285,0.06055285,9,Public
0.3411889164049006,0.60539794,0.10235137,5,Public
0.3383242038773819,0.53025568,0.050478742,5,Public
0.5223372375912271,0.62943792,0.071382657,5,Public
0.3554833764075369,0.56992602,0.068195067,5,Public
0.2668369026173951,0.50042081,0.065006472,9,Public
0.5603035700023355,0.49451822,0.017490042,9,Public
0.6844823150634766,0.65229261,0.013427556,6,Private Non profit
0.6006354441245397,0.48656720000000003,0.007040408000000001,6,Private Non profit
0.6311748981291581,0.6407965999999999,0.025125737999999998,6,Private Non profit
0.51252747178863,0.46177754,0.009130876500000001,9,Public
0.5556613512998209,0.48694676,0.014503576,9,Public
0.6211970770681227,0.55966318,0.023633266,6,Private Non profit
0.6611192316379187,0.51260179,0.0085592549,8,Private Non profit
0.5842344386753066,0.51063663,0.016258487,11,For Profit
0.7460042213226532,0.77411675,0.031777687,2,Private Non profit
0.6949294752076917,0.51210344,0.009437901,8,Private Non profit
0.7220272735092375,0.66655928,0.012286789,6,Private Non profit
0.7121309275212495,0.79060483,0.050363775,5,Public
0.7532488309138508,0.73158324,0.022484857999999996,5,Public
0.5834559056033416,0.68787456,0.06833405,5,Public
0.623631151642463,0.64981306,0.033332288,5,Public
0.6645621657371521,0.62612385,0.015977334,7,Public
0.5501419465430538,0.62575829,0.04607648,5,Public
0.7126937330901266,0.6554296,0.01958406,5,Public
0.4167944687684143,0.60081446,0.056009765999999996,5,Public
0.6212438907634699,0.66516989,0.043488853,5,Public
0.5588838736112268,0.62684512,0.041856874,5,Public
0.6047330944433,0.64307481,0.047993153,5,Public
0.6134309212801523,0.65209162,0.04430706400000001,5,Public
0.3720243606367971,0.61570972,0.09918455,5,Public
0.641400318130974,0.60468066,0.033873096,5,Public
0.5138591833237115,0.62309015,0.063248597,5,Public
0.5503277990303923,0.61586326,0.043982204000000004,5,Public
0.6395805807942446,0.62741566,0.020967012,5,Public
0.557670304431251,0.61842811,0.038550034,5,Public
0.5750983664915472,0.59036517,0.014919632,5,Public
0.745197286227775,0.62586325,0.0098208189,6,Private Non profit
0.3764465054168421,0.43750298,0.0055073495,11,For Profit
0.5660411425846834,0.52860987,0.015779516,9,Public
0.4813592805918274,0.54529303,0.029703128999999998,5,Public
0.5558958769492481,0.62192988,0.03085978,6,Private Non profit
0.55717400709788,0.54238796,0.017751163,6,Private Non profit
0.6522002071066132,0.69004172,0.023605259,6,Private Non profit
0.5505209876762944,0.49749732,0.020884961,9,Public
0.5547233355012499,0.47062463,0.012022531999999999,9,Public
0.4137920637925466,0.49911940000000005,0.0345123,9,Public
0.4395453730476832,0.51669317,0.025499052999999997,9,Public
0.6229858721957802,0.64103639,0.0091380253,6,Private Non profit
0.5482890954962721,0.42530559999999995,0.0,12,For Profit
0.6361485238087148,0.61554819,0.019627208,6,Private Non profit
0.4060203956994224,0.48544341,0.0251335,9,Public
0.4905783832073212,0.50335246,0.014573388999999999,9,Public
0.8093427062904748,0.68178016,0.013661893,2,Private Non profit
0.5331313958827485,0.59269267,0.025027391,6,Private Non profit
0.7693093988564935,0.75706863,0.021873826000000002,2,Private Non profit
0.4347629447778066,0.46310672,0.0170296,11,For Profit
0.3738579750061035,0.41432396,0.0066186441,11,For Profit
0.4002894858519236,0.40423626,0.01351331,11,For Profit
0.6514489849408468,0.65410316,0.018208113999999997,6,Private Non profit
0.6619486196616096,0.55895084,0.0059657893000000005,9,Public
0.6812505400603284,0.63652867,0.006412858100000001,6,Private Non profit
0.6067659091908497,0.56545782,0.015280725,6,Private Non profit
0.4371577456289408,0.4242714,0.006347381500000001,9,Public
0.7002492713714873,0.65262026,0.010403308,6,Private Non profit
0.6973750235741598,0.56476897,0.006026561800000001,9,Public
0.7467777389151662,0.76992291,0.017887011,2,Private Non profit
0.5419522071566829,0.57678252,0.020936957,9,Public
0.6711183389027915,0.60263246,0.012521856999999999,6,Private Non profit
0.5161626206300197,0.48456275,0.005654254,9,Public
0.7856142333824269,0.69165415,0.008010637,6,Private Non profit
0.5156968998272271,0.50477928,0.011292894,9,Public
0.5330708917034299,0.51207566,0.01259689,6,Private Non profit
0.5885267655054728,0.5406549,0.011928402,9,Public
0.7086563353926917,0.57739031,0.008793150100000001,6,Private Non profit
0.6375241651007878,0.56908441,0.01035414,6,Private Non profit
0.6878142479164847,0.65738642,0.014953231,6,Private Non profit
0.2765947679678599,0.41186032,0.01181031,12,Private Non profit
0.4588460289146172,0.49485618,0.016930938,9,Public
0.4690358676876192,0.46392715,0.01114486,9,Public
0.39220388576780496,0.45493814,0.010536547,9,Public
0.6500722630989674,0.65002942,0.009312517,6,Private Non profit
0.47507387154422204,0.51693428,0.0098710451,9,Public
0.6637320882967532,0.65054363,0.014561397,5,Public
0.3430318633715312,0.41773623,0.0092809591,9,Public
0.5519496543953816,0.58226788,0.01253188,6,Private Non profit
0.6897156996616806,0.62630641,0.010340575,5,Public
0.4682950087886726,0.45718208,0.01441014,9,Public
0.5042798730577875,0.513578,0.017037578,9,Public
0.5527244376501858,0.4882001,0.011418321,9,Public
0.5450814176427907,0.50468165,0.005842939,10,For Profit
0.5611363178791943,0.48428822,0.0088830516,9,Public
0.3995210727055867,0.47048882,0.020660078000000002,5,Public
0.4504534081234002,0.56444848,0.037428249,9,Public
0.5449521345982986,0.5134449000000001,0.0068000667,9,Public
0.681560285510605,0.62899685,0.013766491,5,Public
0.4566790095898284,0.48950568,0.022614107999999997,9,Public
0.5243505095124776,0.51560569,0.016559748,7,Public
0.7441823786980397,0.66438246,0.0069167702,4,Private Non profit
0.4209085262286327,0.51618916,0.033037066000000004,9,Public
0.5563311397981567,0.4992246,0.013612651000000002,9,Public
0.614270591068468,0.55527413,0.015573887,9,Public
0.5303548084935609,0.62104261,0.019025898,5,Public
0.5297702180273073,0.49743822,0.017686883,9,Public
0.5264905347717428,0.57636702,0.034261223,6,Private Non profit
0.6413299402971377,0.60939729,0.017630156,6,Private Non profit
0.7136863393306468,0.64327455,0.017024867,4,Private Non profit
0.5759068555778546,0.47245508,0.0081360564,9,Public
0.5725940465927124,0.57929814,0.021454672999999997,6,Private Non profit
0.569233713944753,0.54287714,0.016273953,6,Private Non profit
0.5515448053677877,0.47147736,0.013216591000000001,9,Public
0.4562154610951741,0.48262495,0.021467324,9,Public
0.5044858081383244,0.48673061,0.015062478,9,Public
0.5309427424136135,0.49338758,0.012328122,9,Public
0.5221978767087462,0.52815354,0.014860308999999999,9,Public
0.5737864772478739,0.59218025,0.014189931000000001,6,Private Non profit
0.37588223377980107,0.48886046,0.023012542999999996,5,Public
0.3983873117456047,0.54049587,0.036516991,5,Public
0.4550457994143168,0.52272105,0.0084069008,7,Public
0.5272495247969791,0.55422097,0.01684336,9,Public
0.6615300246940624,0.68694597,0.02648765,6,Private Non profit
0.6662082195670129,0.61848271,0.010826487,5,Public
0.6101734042167664,0.5354048,0.0037456173,8,Private Non profit
0.5387472654464854,0.53010601,0.0072783628,9,Public
0.4565880899436963,0.51652712,0.028757729,9,Public
0.7159689566866373,0.72840154,0.019621627,5,Public
0.5373987156508866,0.50449359,0.020441099999999997,9,Public
0.3771185075376944,0.65994656,0.11723747,5,Public
0.3818695743878682,0.4835932,0.027052514,9,Public
0.5730375944825625,0.50656217,0.011399943000000001,9,Public
0.3576023479302724,0.54661691,0.035919442999999995,6,Private Non profit
0.7825835626525688,0.74572706,0.029592477000000002,2,Private Non profit
0.4553421492809835,0.50519514,0.034184813,9,Public
0.5868595817509821,0.58595568,0.010521275,5,Public
0.4900735599960008,0.56886071,0.033000425,6,Private Non profit
0.6088372821611369,0.51722413,0.01020667,9,Public
0.5246889926452004,0.49633929,0.0088423295,9,Public
0.7093618799192019,0.66794902,0.022418768999999998,4,Private Non profit
0.6214025219281515,0.64182681,0.034456961,6,Private Non profit
0.6652976418081749,0.79506242,0.029669976,6,Private Non profit
0.5011702080567678,0.46682271,0.010094148,9,Public
0.5810222681814818,0.55803454,0.015449493,5,Public
0.5570677320162455,0.57407296,0.00808674,6,Private Non profit
0.7539451410451712,0.69215232,0.012014057,3,Public
0.4445582119834344,0.45707762,0.014537858,9,Public
0.3515919943650563,0.38434976,0.0,12,For Profit
0.5139560282185797,0.49519703,0.016037308,9,Public
0.5593695063596656,0.58445096,0.016072698,5,Public
0.5016668503976938,0.51219392,0.014248387,9,Public
0.4550380937172624,0.5126363,0.010864627,9,Public
0.5224218678561761,0.46355543,0.010678563,9,Public
0.4026519172127892,0.48866761,0.025265463,9,Public
0.5598722694553873,0.52028018,0.033638272000000004,9,Public
0.4754648688564555,0.50574034,0.023259424,9,Public
0.6525065811536964,0.59393632,0.010405573000000001,5,Public
0.4457048905896954,0.5038774,0.029472644,9,Public
0.5454504267467354,0.48053005,0.013590458,9,Public
0.6615841058076886,0.68924105,0.015621743,6,Private Non profit
0.3708315988381704,0.49631301,0.039232817,9,Public
0.516442875067393,0.5588879,0.012170363,6,Private Non profit
0.8495859973309404,0.72059071,0.0090376502,2,Private Non profit
0.4747710452209903,0.56075186,0.019100532,9,Public
0.6948967686762525,0.63378656,0.0099231089,6,Private Non profit
0.8406369270893131,0.76094705,0.0087406812,2,Private Non profit
0.6931122553616701,0.60448301,0.010717616000000001,8,Private Non profit
0.4612525992991974,0.48996186,0.019528002,7,Public
0.7452861662026075,0.59985441,0.0095318928,5,Public
0.5089963969173618,0.49825534,0.015464905,7,Public
0.6175682111444545,0.52450532,0.012644388000000001,9,Public
0.3228860795497894,0.4557018,0.019837999999999998,11,For Profit
0.6580257018407186,0.62806821,0.019359518,6,Private Non profit
0.635388672036661,0.55204558,0.012542963,9,Public
0.6126473654322454,0.50812858,0.017165836,9,Public
0.6522549340613737,0.6175763000000001,0.0045749447,6,Private Non profit
0.655511717001597,0.73168373,0.057835597999999995,6,Private Non profit
0.7588835688638549,0.7383696999999999,0.018082317,2,Public
0.3944235610532331,0.53543437,0.028672865,6,Private Non profit
0.6276388535931551,0.65721375,0.018826811000000002,6,Private Non profit
0.7246676075369564,0.6619162,0.012409491000000002,6,Private Non profit
0.5801763688580374,0.60133547,0.025033178,6,Private Non profit
0.6520907808326988,0.64994395,0.017303271000000002,6,Private Non profit
0.6523489356040955,0.69518101,0.021893101,6,Private Non profit
0.4875104460895222,0.49254397,0.01153981,9,Public
0.6419102098464446,0.58424383,0.013362688000000001,9,Public
0.5403621382768112,0.50479221,0.015094155,7,Public
0.5590019815261171,0.5988602,0.041348025,5,Public
0.4459057451147614,0.44459864,0.0045306538,9,Public
0.6299408295092479,0.54265928,0.015793353,9,Public
0.4270197087390183,0.50220424,0.032123238,9,Public
0.8187284249067307,0.77327204,0.010001441,2,Private Non profit
0.536970952787749,0.53703713,0.020746801000000002,9,Public
0.4591628915717449,0.45463851,0.0047656177000000004,9,Public
0.4172342916329702,0.5337525,0.033171967000000004,6,Private Non profit
0.4874979994617258,0.44118643,0.014106998999999999,9,Public
0.4548784696553669,0.5033133,0.025295895,9,Public
0.4848089186753628,0.49807233,0.019861612,9,Public
0.4740971128145854,0.55974501,0.038551867000000004,10,For Profit
0.818497437084865,0.72144502,0.0052360371,2,Public
0.7362371346513084,0.65276635,0.007071151899999999,6,Private Non profit
0.4143471338423381,0.41501805,0.021143178999999998,8,Private Non profit
0.6626080228185647,0.54819107,0.0086772349,9,Public
0.6886439522107443,0.5365696,0.0035530364,6,Private Non profit
0.776341992951069,0.63193965,0.018225832,4,Private Non profit
0.5857252084724502,0.56082463,0.020071208,5,Public
0.6129389090936667,0.48017833,0.01090023,7,Public
0.5514329998056886,0.55882454,0.019090416000000002,9,Public
0.7278566098539159,0.80051935,0.024911636,3,Public
0.7422638024292774,0.64395463,0.011196306999999999,5,Public
0.5676546692848206,0.58667707,0.024855316000000002,5,Public
0.4588566971462597,0.49058533,0.017387966,10,For Profit
0.5121726195017496,0.53250098,0.021880884,9,Public
0.5859593350773618,0.54562998,0.017361954,7,Public
0.6182933511067862,0.51447326,0.0095007485,6,Private Non profit
0.5187441036005593,0.52652687,0.017756516,6,Private Non profit
0.5290433609288586,0.55602545,0.013072638000000001,6,Private Non profit
0.4718635380268097,0.49621654,0.015939707,9,Public
0.5546895861625671,0.44134191,0.0014093219,8,Private Non profit
0.5685412823099902,0.50565451,0.0098807486,9,Public
0.7950716155513566,0.75204265,0.030735934,1,Private Non profit
0.6345768769582113,0.53546059,0.015975298,8,Private Non profit
0.5677364811442313,0.52911115,0.0097280843,9,Public
0.5654711133711565,0.55869597,0.017842893000000002,5,Public
0.3996617550651233,0.45272124,0.007759768100000001,9,Public
0.5299625956082352,0.50231719,0.011950013999999998,9,Public
0.5587823067554585,0.53920448,0.016488396000000002,9,Public
0.5328224102656046,0.53110129,0.0081283078,9,Public
0.4150371732698899,0.49695396,0.028465066,9,Public
0.5141188876386111,0.50673532,0.015341016,9,Public
0.5248031518257862,0.5328305999999999,0.01432975,5,Public
0.6510152870610969,0.65302819,0.013580243999999998,6,Private Non profit
0.6051926862361819,0.60950041,0.017048676999999998,6,Private Non profit
0.6179852988068691,0.58546746,0.0081852181,6,Private Non profit
0.6426084240277609,0.64885706,0.012233841,6,Private Non profit
0.6666803172176354,0.58319998,0.014180595,6,Private Non profit
0.6452390969156505,0.59751767,0.0087526208,6,Private Non profit
0.6372201274818098,0.56346309,0.0076721529000000005,6,Private Non profit
0.6039256915506899,0.57449234,0.007025959399999999,6,Private Non profit
0.8033982330901693,0.69052476,0.015796896,2,Private Non profit
0.4380629193511876,0.49340290000000003,0.02265805,9,Public
0.6302226185798645,0.53579742,0.021747004,12,For Profit
0.621625185345446,0.53796673,0.017630978000000002,9,Public
0.6450714566241735,0.52542156,0.006902115,6,Private Non profit
0.6902030041979103,0.70362669,0.04277638,2,Private Non profit
0.3921824991703033,0.50301397,0.032753877,9,Public
0.4431960928452247,0.50203604,0.038822509,9,Public
0.6275536452851644,0.52840483,0.004716359099999999,6,Private Non profit
0.6480506062507629,0.64511275,0.008709464200000001,6,Private Non profit
0.7695405843640016,0.77441031,0.029070236,1,Private Non profit
0.6386332710802097,0.50455505,0.0032964707,6,Private Non profit
0.517803377183249,0.51962632,0.015082307,9,Public
0.6605942249298096,0.49605197,0.008419851800000001,8,Private Non profit
0.3793946264421239,0.45501232,0.029480916,9,Public
0.6887878974278768,0.57404006,0.01101199,9,Public
0.6552996322946641,0.52500248,0.021523731,6,Private Non profit
0.5753063458636329,0.51274186,0.010186591,9,Public
0.40255686081945896,0.53687489,0.041875269,11,For Profit
